make,model,year,mileage,price,color,state,date
Ford,Fusion,2014,14184,13957,blue,CA,2023-07-07 23:02:01.648902
Ford,Altima,2018,50612,36340,red,IL,2024-01-03 23:02:01.648512
Ford,Accord,2017,65746,49242,white,FL,2023-04-24 23:02:01.649836
Ford,Altima,2015,39683,44269,black,FL,2024-01-25 23:02:01.649104
Honda,Accord,2012,65124,10319,black,TX,2023-07-06 23:02:01.649040
Nissan,Camry,2015,85056,38407,white,NY,2023-04-11 23:02:01.648748
Chevrolet,Cruze,2014,46647,28525,red,NY,2023-04-21 23:02:01.649951
Toyota,Cruze,2018,98225,48224,blue,NY,2023-06-12 23:02:01.649634
Nissan,Fusion,2013,50823,34125,blue,TX,2024-02-14 23:02:01.649899
Nissan,Cruze,2012,20543,41558,silver,TX,2023-08-09 23:02:01.649484
Ford,Accord,2011,48039,43219,white,TX,2023-12-10 23:02:01.648726
Ford,Altima,2014,82471,44781,white,IL,2023-09-19 23:02:01.650149
Toyota,Cruze,2017,91115,38568,silver,IL,2023-05-06 23:02:01.649388
Nissan,Altima,2010,58683,19672,red,CA,2023-04-01 23:02:01.650097
Nissan,Cruze,2013,44792,32496,white,CA,2023-07-03 23:02:01.649532
Ford,Fusion,2014,46403,38710,white,TX,2023-05-23 23:02:01.648960
Toyota,Camry,2017,81830,25514,black,TX,2023-03-17 23:02:01.649935
Ford,Accord,2013,94691,11732,red,FL,2023-03-10 23:02:01.650107
Toyota,Altima,2015,26405,23696,black,NY,2023-02-28 23:02:01.649080
Nissan,Camry,2010,23681,49199,black,CA,2023-10-26 23:02:01.649928
Nissan,Cruze,2010,80620,48811,silver,FL,2024-02-18 23:02:01.650126
Nissan,Accord,2011,15912,38450,blue,FL,2023-08-02 23:02:01.648866
Nissan,Camry,2015,82227,10477,white,CA,2024-01-17 23:02:01.648737
Nissan,Fusion,2010,66163,36421,white,IL,2023-04-18 23:02:01.649740
Toyota,Camry,2014,11826,15233,silver,FL,2023-10-29 23:02:01.648443
Nissan,Altima,2018,11522,19083,blue,TX,2024-02-12 23:02:01.649651
Toyota,Cruze,2017,84102,35908,black,FL,2023-02-20 23:02:01.649343
Chevrolet,Accord,2011,57496,33795,white,IL,2023-10-25 23:02:01.648928
Chevrolet,Camry,2018,25035,22205,blue,FL,2023-09-09 23:02:01.649185
Chevrolet,Fusion,2012,53227,46923,white,TX,2023-08-13 23:02:01.649685
Ford,Altima,2010,10284,35653,silver,TX,2023-10-10 23:02:01.649460
Honda,Camry,2015,18206,49971,silver,CA,2023-10-09 23:02:01.648905
Ford,Cruze,2011,48131,30325,silver,IL,2023-08-21 23:02:01.649985
Nissan,Camry,2018,43681,40150,silver,TX,2023-07-06 23:02:01.648506
Chevrolet,Fusion,2015,79367,36525,blue,IL,2024-01-03 23:02:01.648536
Honda,Cruze,2011,51408,46098,silver,CA,2023-11-26 23:02:01.648458
Chevrolet,Fusion,2018,48959,22883,black,IL,2023-04-18 23:02:01.649364
Nissan,Cruze,2010,16407,46581,silver,NY,2023-04-02 23:02:01.648901
Toyota,Accord,2014,83357,37597,blue,FL,2023-07-09 23:02:01.648491
Ford,Cruze,2012,69318,12866,blue,CA,2023-06-16 23:02:01.649745
Nissan,Cruze,2016,17417,30832,silver,IL,2023-03-29 23:02:01.650168
Nissan,Cruze,2018,18472,39237,black,CA,2024-01-26 23:02:01.648781
Nissan,Altima,2010,92108,13831,red,NY,2023-08-25 23:02:01.649294
Chevrolet,Cruze,2015,63258,47168,black,CA,2023-03-22 23:02:01.648565
Ford,Accord,2013,76917,42116,silver,CA,2023-03-05 23:02:01.649064
Ford,Accord,2011,84988,19130,silver,IL,2023-12-14 23:02:01.649694
Nissan,Fusion,2011,79625,47280,silver,FL,2023-10-11 23:02:01.649304
Chevrolet,Altima,2018,79387,17762,red,IL,2023-08-27 23:02:01.649568
Toyota,Accord,2012,63127,23615,red,IL,2023-03-06 23:02:01.648981
Honda,Altima,2018,12079,49217,silver,NY,2023-06-10 23:02:01.650083
Ford,Camry,2017,56198,29246,black,NY,2023-12-04 23:02:01.649719
Ford,Accord,2015,31907,28292,red,FL,2024-02-03 23:02:01.649790
Chevrolet,Camry,2015,36888,16802,red,CA,2023-12-07 23:02:01.649308
Ford,Accord,2012,11795,30494,blue,CA,2023-12-15 23:02:01.648640
Chevrolet,Camry,2013,74516,43708,black,IL,2023-09-09 23:02:01.648742
Chevrolet,Altima,2017,31998,24529,white,FL,2023-09-27 23:02:01.649657
Nissan,Camry,2012,97730,42837,silver,CA,2023-03-24 23:02:01.648647
Ford,Altima,2015,90618,13901,black,FL,2023-04-03 23:02:01.650120
Toyota,Accord,2011,99783,34589,silver,IL,2023-10-14 23:02:01.649817
Chevrolet,Cruze,2012,13488,44090,silver,TX,2023-07-31 23:02:01.649236
Chevrolet,Cruze,2012,49033,32056,silver,CA,2023-09-18 23:02:01.649130
Nissan,Fusion,2018,57005,10631,red,CA,2023-12-03 23:02:01.650046
Toyota,Fusion,2013,46763,43572,blue,NY,2023-07-05 23:02:01.649720
Ford,Accord,2011,84988,19130,silver,IL,2023-12-14 23:02:01.649694
Chevrolet,Altima,2017,58324,26135,white,IL,2023-07-11 23:02:01.649365
Nissan,Cruze,2011,74085,39711,silver,IL,2023-05-25 23:02:01.649201
Nissan,Camry,2012,44599,24656,red,NY,2024-01-04 23:02:01.649961
Ford,Altima,2013,99359,28183,white,CA,2023-07-27 23:02:01.649542
Ford,Altima,2015,39683,44269,black,FL,2024-01-25 23:02:01.649104
Nissan,Camry,2014,60612,27264,silver,CA,2023-05-24 23:02:01.649196
Toyota,Cruze,2016,70758,48267,red,TX,2023-09-14 23:02:01.648634
Honda,Fusion,2015,16957,37880,blue,NY,2023-07-07 23:02:01.648950
Chevrolet,Cruze,2015,44669,31552,blue,IL,2024-02-12 23:02:01.649016
Chevrolet,Accord,2017,86700,46310,white,IL,2023-04-15 23:02:01.649626
Nissan,Altima,2015,13593,47805,black,TX,2023-02-22 23:02:01.648743
Nissan,Fusion,2015,78246,27626,blue,NY,2023-04-14 23:02:01.649278
Chevrolet,Accord,2015,23314,36571,silver,NY,2023-08-17 23:02:01.648958
Ford,Altima,2015,87473,11379,silver,FL,2023-10-18 23:02:01.649286
Chevrolet,Cruze,2017,75596,29079,white,FL,2023-11-25 23:02:01.649852
Chevrolet,Fusion,2015,24480,20593,white,CA,2023-08-03 23:02:01.649220
Toyota,Cruze,2015,17201,15484,red,CA,2023-10-18 23:02:01.649057
Nissan,Fusion,2014,83120,23611,silver,CA,2023-11-19 23:02:01.649828
Ford,Accord,2010,42228,35497,black,CA,2023-03-15 23:02:01.649312
Nissan,Cruze,2015,52492,31701,white,TX,2023-05-23 23:02:01.648992
Chevrolet,Camry,2017,95067,11847,silver,CA,2023-05-06 23:02:01.650022
Honda,Cruze,2014,33493,11921,silver,NY,2023-11-26 23:02:01.649883
Chevrolet,Accord,2012,38744,10635,black,CA,2023-05-05 23:02:01.648886
Nissan,Accord,2018,16417,38167,black,NY,2023-11-02 23:02:01.649920
Nissan,Altima,2017,68580,49781,blue,FL,2023-10-06 23:02:01.649299
Toyota,Cruze,2013,25133,26020,blue,TX,2023-08-09 23:02:01.649157
Chevrolet,Camry,2011,86851,14660,black,FL,2023-12-29 23:02:01.649538
Nissan,Fusion,2012,31256,28439,red,FL,2023-08-19 23:02:01.649982
Nissan,Accord,2010,52060,12262,black,IL,2024-01-10 23:02:01.649416
Ford,Camry,2014,65575,39014,red,CA,2023-07-24 23:02:01.648681
Nissan,Fusion,2010,66163,36421,white,IL,2023-04-18 23:02:01.649740
Ford,Cruze,2011,89164,18593,blue,CA,2023-03-04 23:02:01.648793
Toyota,Camry,2012,54148,33137,red,CA,2023-03-04 23:02:01.648887
Ford,Accord,2018,60310,36705,black,IL,2024-01-03 23:02:01.649122
Ford,Accord,2012,11795,30494,blue,CA,2023-12-15 23:02:01.648640
Chevrolet,Camry,2014,74050,11975,white,NY,2023-03-19 23:02:01.649733
Toyota,Camry,2017,15878,33520,black,CA,2023-12-01 23:02:01.649275
Ford,Accord,2010,76312,30185,blue,FL,2023-06-06 23:02:01.648473
Honda,Cruze,2015,79325,37390,silver,FL,2024-02-17 23:02:01.649956
Toyota,Camry,2015,32245,46032,silver,FL,2023-07-21 23:02:01.649038
Toyota,Fusion,2010,40619,15103,silver,NY,2023-09-26 23:02:01.650027
Chevrolet,Accord,2013,75756,17613,blue,IL,2023-07-01 23:02:01.649677
Ford,Cruze,2010,84333,15370,white,NY,2023-08-21 23:02:01.649850
Nissan,Cruze,2010,19018,31801,silver,CA,2023-07-01 23:02:01.650078
Toyota,Cruze,2014,38847,49473,red,NY,2023-10-02 23:02:01.649984
Chevrolet,Camry,2010,35552,33378,silver,TX,2023-12-08 23:02:01.649428
Honda,Accord,2013,35840,44838,silver,IL,2023-05-31 23:02:01.649420
Ford,Cruze,2012,74771,23515,black,FL,2023-06-01 23:02:01.648587
Ford,Accord,2010,42228,35497,black,CA,2023-03-15 23:02:01.649312
Toyota,Fusion,2014,54387,39628,silver,CA,2024-01-01 23:02:01.649625
Toyota,Cruze,2017,22225,30949,white,CA,2023-07-11 23:02:01.649717
Chevrolet,Accord,2018,61324,47640,white,TX,2023-11-16 23:02:01.649643
Nissan,Altima,2011,89965,10776,silver,CA,2024-01-25 23:02:01.649802
Honda,Cruze,2014,37873,46229,white,FL,2023-04-12 23:02:01.648968
Honda,Fusion,2016,55635,15289,silver,CA,2023-12-15 23:02:01.649841
Honda,Accord,2012,53192,44222,red,TX,2023-06-08 23:02:01.648989
Toyota,Altima,2018,92711,15887,red,TX,2023-07-29 23:02:01.649509
Nissan,Cruze,2018,18472,39237,black,CA,2024-01-26 23:02:01.648781
Toyota,Altima,2010,84644,40651,silver,NY,2024-01-21 23:02:01.648661
Honda,Altima,2014,18563,16523,silver,FL,2024-01-27 23:02:01.649940
Nissan,Accord,2018,72736,15758,white,NY,2023-07-13 23:02:01.650016
Toyota,Camry,2013,23197,20778,blue,IL,2023-06-02 23:02:01.650118
Toyota,Fusion,2010,84786,40159,black,NY,2024-01-16 23:02:01.649712
Toyota,Fusion,2013,63749,14998,blue,CA,2023-12-01 23:02:01.648817
Nissan,Cruze,2010,80620,48811,silver,FL,2024-02-18 23:02:01.650126
Toyota,Cruze,2015,13455,10022,silver,IL,2023-03-13 23:02:01.649003
Toyota,Fusion,2016,82377,44532,silver,TX,2023-12-17 23:02:01.649746
Chevrolet,Camry,2011,86851,14660,black,FL,2023-12-29 23:02:01.649538
Honda,Camry,2015,18206,49971,silver,CA,2023-10-09 23:02:01.648905
Ford,Fusion,2018,60892,48490,black,TX,2023-12-08 23:02:01.650145
Toyota,Altima,2011,94147,29682,red,NY,2023-06-27 23:02:01.649516
Toyota,Camry,2015,84171,28173,white,FL,2024-01-02 23:02:01.649922
Toyota,Camry,2012,73749,32558,red,TX,2023-10-31 23:02:01.649234
Nissan,Accord,2014,63271,20427,red,CA,2023-06-23 23:02:01.649373
Nissan,Accord,2014,63271,20427,red,CA,2023-06-23 23:02:01.649373
Toyota,Accord,2013,80982,42502,silver,IL,2023-09-16 23:02:01.649857
Toyota,Cruze,2016,70758,48267,red,TX,2023-09-14 23:02:01.648634
Chevrolet,Fusion,2013,62536,40359,blue,IL,2023-08-30 23:02:01.649942
Nissan,Accord,2010,23354,34836,black,TX,2023-05-08 23:02:01.649419
Honda,Fusion,2017,33834,23886,silver,CA,2023-09-13 23:02:01.649133
Toyota,Altima,2017,45588,16357,red,CA,2023-07-23 23:02:01.648957
Toyota,Accord,2018,82315,17453,red,CA,2023-06-08 23:02:01.650021
Nissan,Camry,2012,34280,48619,red,CA,2023-07-14 23:02:01.649023
Nissan,Accord,2017,49179,26304,red,NY,2023-08-18 23:02:01.649884
Ford,Altima,2011,91306,37530,silver,NY,2023-10-29 23:02:01.649281
Honda,Altima,2010,52992,24049,red,FL,2024-01-04 23:02:01.649245
Toyota,Fusion,2017,55039,21604,black,NY,2023-06-27 23:02:01.649403
Ford,Fusion,2018,71010,49401,blue,TX,2023-09-09 23:02:01.649613
Honda,Cruze,2017,19474,26400,blue,NY,2023-05-08 23:02:01.649967
Toyota,Fusion,2014,44613,48339,blue,FL,2023-04-09 23:02:01.649086
Honda,Camry,2014,55340,29126,red,TX,2023-10-25 23:02:01.648509
Toyota,Altima,2010,47125,17037,silver,FL,2023-10-17 23:02:01.648540
Chevrolet,Fusion,2010,58245,33985,blue,CA,2023-11-05 23:02:01.649291
Toyota,Altima,2014,24884,28748,silver,FL,2023-05-23 23:02:01.649302
Chevrolet,Accord,2011,93272,12002,black,IL,2023-12-17 23:02:01.649296
Ford,Camry,2017,32959,30744,silver,FL,2023-03-03 23:02:01.648696
Ford,Accord,2017,85118,34569,silver,IL,2023-07-06 23:02:01.649548
Chevrolet,Fusion,2013,62536,40359,blue,IL,2023-08-30 23:02:01.649942
Chevrolet,Accord,2011,62369,49045,blue,CA,2023-08-24 23:02:01.648709
Toyota,Accord,2011,16646,10439,blue,FL,2023-03-14 23:02:01.649623
Chevrolet,Camry,2018,92897,23119,black,IL,2024-01-23 23:02:01.649180
Nissan,Altima,2018,96846,22390,black,FL,2023-09-05 23:02:01.648819
Nissan,Fusion,2018,30045,10818,white,NY,2023-06-22 23:02:01.650141
Toyota,Cruze,2018,98225,48224,blue,NY,2023-06-12 23:02:01.649634
Nissan,Cruze,2010,35211,24221,blue,IL,2023-06-20 23:02:01.649995
Chevrolet,Accord,2011,21653,24181,blue,IL,2023-10-30 23:02:01.649399
Nissan,Cruze,2018,40918,33264,blue,TX,2023-03-11 23:02:01.648779
Honda,Altima,2014,57836,34040,black,CA,2023-12-31 23:02:01.649115
Nissan,Camry,2012,40801,47770,black,NY,2023-07-29 23:02:01.649490
Toyota,Accord,2012,62878,48888,silver,FL,2023-05-28 23:02:01.649075
Toyota,Accord,2012,54253,14085,silver,TX,2023-12-21 23:02:01.649976
Ford,Fusion,2014,96044,13560,black,CA,2023-06-21 23:02:01.649876
Toyota,Altima,2018,62119,42575,blue,NY,2023-06-16 23:02:01.649209
Nissan,Accord,2018,16417,38167,black,NY,2023-11-02 23:02:01.649920
Chevrolet,Accord,2013,48418,47104,blue,CA,2023-08-12 23:02:01.650045
Toyota,Accord,2016,78195,20105,white,CA,2023-06-23 23:02:01.648756
Chevrolet,Accord,2011,60134,36536,silver,IL,2023-07-18 23:02:01.649954
Toyota,Accord,2013,60891,41957,silver,NY,2023-05-21 23:02:01.649969
Nissan,Fusion,2015,38358,46434,white,TX,2023-06-07 23:02:01.648752
Nissan,Altima,2016,74116,36768,white,IL,2023-04-29 23:02:01.649809
Nissan,Cruze,2018,49145,38511,black,FL,2023-11-17 23:02:01.649891
Nissan,Camry,2014,92009,44695,white,IL,2023-03-16 23:02:01.648986
Ford,Altima,2015,40289,15493,blue,CA,2023-07-06 23:02:01.648850
Nissan,Camry,2010,53007,31438,red,NY,2023-02-21 23:02:01.649072
Ford,Accord,2014,24470,30887,black,NY,2024-02-01 23:02:01.648838
Toyota,Camry,2012,59101,28453,red,TX,2023-09-06 23:02:01.650112
Honda,Altima,2014,40254,34143,silver,FL,2023-03-28 23:02:01.650032
Chevrolet,Fusion,2011,23290,13056,silver,NY,2023-11-23 23:02:01.649182
Ford,Fusion,2014,70025,33898,black,NY,2023-04-13 23:02:01.649914
Ford,Camry,2015,62543,41175,blue,FL,2023-11-04 23:02:01.648525
Nissan,Altima,2015,13040,11644,red,FL,2023-09-11 23:02:01.649110
Ford,Accord,2011,62908,30435,black,CA,2023-12-09 23:02:01.649172
Honda,Cruze,2018,77840,35296,white,TX,2023-10-12 23:02:01.648592
Chevrolet,Fusion,2018,96576,22367,white,TX,2023-08-09 23:02:01.649417
Nissan,Fusion,2014,83120,23611,silver,CA,2023-11-19 23:02:01.649828
Ford,Altima,2017,33161,21365,white,CA,2023-11-17 23:02:01.649523
Honda,Camry,2014,99415,38072,red,IL,2023-10-19 23:02:01.648936
Nissan,Fusion,2017,52939,37724,blue,NY,2023-11-19 23:02:01.648554
Honda,Altima,2015,36692,19594,blue,FL,2023-12-06 23:02:01.648448
Chevrolet,Fusion,2013,20860,42545,red,IL,2023-09-13 23:02:01.648533
Ford,Cruze,2014,89616,15917,white,CA,2023-03-28 23:02:01.649175
Chevrolet,Accord,2016,49073,38391,red,TX,2023-11-08 23:02:01.649190
Ford,Fusion,2014,14184,13957,blue,CA,2023-07-07 23:02:01.648902
Nissan,Fusion,2015,98895,17338,blue,FL,2023-12-30 23:02:01.648595
Chevrolet,Cruze,2010,54916,19781,red,FL,2023-11-05 23:02:01.649804
Nissan,Fusion,2014,89764,43031,black,IL,2023-04-13 23:02:01.649669
Nissan,Accord,2017,56042,25695,silver,CA,2023-06-30 23:02:01.648699
Ford,Accord,2016,77463,12786,red,CA,2023-12-08 23:02:01.650040
Nissan,Altima,2018,46644,41213,black,NY,2023-10-18 23:02:01.649043
Chevrolet,Accord,2016,42425,48936,blue,FL,2024-02-07 23:02:01.649699
Nissan,Fusion,2017,42872,12151,silver,FL,2023-08-28 23:02:01.650101
Chevrolet,Fusion,2015,90755,32967,blue,CA,2023-11-27 23:02:01.649125
Ford,Fusion,2014,86633,16085,white,TX,2023-03-17 23:02:01.649159
Nissan,Camry,2015,85056,38407,white,NY,2023-04-11 23:02:01.648748
Honda,Camry,2013,77144,37003,silver,IL,2023-12-16 23:02:01.649830
Chevrolet,Accord,2014,47978,20689,red,FL,2023-09-12 23:02:01.648773
Toyota,Cruze,2015,17201,15484,red,CA,2023-10-18 23:02:01.649057
Chevrolet,Accord,2011,57496,33795,white,IL,2023-10-25 23:02:01.648928
Chevrolet,Accord,2015,51768,49464,black,IL,2023-08-20 23:02:01.649411
Honda,Accord,2011,51305,27601,red,FL,2023-07-11 23:02:01.648762
Toyota,Altima,2010,91736,11102,silver,IL,2024-01-08 23:02:01.650064
Toyota,Cruze,2013,65297,29544,silver,NY,2024-01-08 23:02:01.648693
Ford,Fusion,2017,37822,23085,black,TX,2024-02-18 23:02:01.649917
Chevrolet,Cruze,2016,28854,11583,silver,TX,2023-10-09 23:02:01.648597
Chevrolet,Cruze,2013,59673,12425,white,IL,2023-05-29 23:02:01.648655
Honda,Camry,2013,44379,36515,red,NY,2023-09-16 23:02:01.648946
Toyota,Cruze,2017,53073,37143,blue,CA,2023-12-23 23:02:01.650115
Toyota,Cruze,2014,74379,47467,red,FL,2023-07-24 23:02:01.649972
Ford,Camry,2014,40278,12861,silver,CA,2023-03-17 23:02:01.649273
Nissan,Camry,2018,32892,41914,silver,NY,2023-02-27 23:02:01.648944
Nissan,Camry,2012,34280,48619,red,CA,2023-07-14 23:02:01.649023
Honda,Accord,2013,35840,44838,silver,IL,2023-05-31 23:02:01.649420
Ford,Altima,2016,15999,19003,black,FL,2023-12-07 23:02:01.649062
Nissan,Accord,2011,69376,12797,red,CA,2023-04-14 23:02:01.649948
Chevrolet,Cruze,2011,39503,21989,silver,IL,2023-04-06 23:02:01.649255
Honda,Cruze,2010,21277,39841,black,FL,2023-05-28 23:02:01.648664
Ford,Cruze,2016,46844,42021,black,CA,2023-12-05 23:02:01.648482
Ford,Cruze,2016,18833,19160,blue,TX,2023-08-03 23:02:01.649500
Nissan,Accord,2017,56042,25695,silver,CA,2023-06-30 23:02:01.648699
Honda,Camry,2018,93813,14436,silver,TX,2023-07-12 23:02:01.648669
Ford,Fusion,2017,45278,37901,red,NY,2023-03-01 23:02:01.649007
Honda,Altima,2011,36640,41110,red,CA,2024-01-09 23:02:01.648560
Chevrolet,Fusion,2013,62536,40359,blue,IL,2023-08-30 23:02:01.649942
Nissan,Camry,2012,57277,44466,black,FL,2023-11-28 23:02:01.650012
Nissan,Cruze,2013,58006,26557,silver,TX,2023-07-09 23:02:01.648761
Chevrolet,Camry,2010,50680,33586,black,FL,2024-01-08 23:02:01.648628
Nissan,Camry,2014,60612,27264,silver,CA,2023-05-24 23:02:01.649196
Chevrolet,Fusion,2013,63568,27394,red,NY,2023-09-08 23:02:01.650076
Nissan,Accord,2012,21141,10372,blue,IL,2023-06-18 23:02:01.649933
Nissan,Cruze,2010,14612,41832,blue,IL,2023-05-21 23:02:01.648996
Chevrolet,Accord,2011,23828,17561,blue,TX,2023-05-22 23:02:01.649346
Toyota,Altima,2015,88831,39761,blue,NY,2023-03-18 23:02:01.648488
Nissan,Cruze,2010,14612,41832,blue,IL,2023-05-21 23:02:01.648996
Nissan,Accord,2016,57259,22826,red,CA,2023-03-14 23:02:01.648973
Nissan,Altima,2016,74116,36768,white,IL,2023-04-29 23:02:01.649809
Honda,Camry,2017,43095,45353,silver,CA,2023-10-13 23:02:01.649537
Chevrolet,Fusion,2017,64879,43126,silver,CA,2023-09-24 23:02:01.648967
Nissan,Altima,2011,89965,10776,silver,CA,2024-01-25 23:02:01.649802
Nissan,Altima,2013,88353,32534,red,NY,2023-05-02 23:02:01.648686
Chevrolet,Camry,2017,96608,16855,red,NY,2023-06-28 23:02:01.648983
Chevrolet,Cruze,2018,36590,45805,white,CA,2023-04-14 23:02:01.649743
Honda,Accord,2010,49497,14358,black,IL,2023-12-18 23:02:01.649469
Chevrolet,Fusion,2015,90755,32967,blue,CA,2023-11-27 23:02:01.649125
Chevrolet,Accord,2010,80428,37518,red,CA,2023-06-19 23:02:01.648578
Nissan,Fusion,2015,57771,49190,white,CA,2023-11-09 23:02:01.648731
Nissan,Accord,2017,99295,27393,red,CA,2023-09-12 23:02:01.648501
Nissan,Cruze,2010,16407,46581,silver,NY,2023-04-02 23:02:01.648901
Nissan,Altima,2017,33586,18507,black,TX,2023-07-18 23:02:01.648671
Nissan,Altima,2016,71109,27649,blue,TX,2023-12-21 23:02:01.649821
Toyota,Altima,2015,88831,39761,blue,NY,2023-03-18 23:02:01.648488
Ford,Cruze,2010,84333,15370,white,NY,2023-08-21 23:02:01.649850
Ford,Accord,2010,92134,48926,black,FL,2024-01-31 23:02:01.649980
Toyota,Camry,2010,13941,18722,silver,CA,2023-05-24 23:02:01.649529
Ford,Fusion,2016,73105,17516,blue,IL,2024-02-12 23:02:01.650041
Toyota,Cruze,2018,55906,27032,red,TX,2023-07-14 23:02:01.648754
Ford,Fusion,2014,53501,42544,white,FL,2023-03-24 23:02:01.648564
Ford,Accord,2018,20835,25712,white,IL,2023-11-03 23:02:01.649710
Nissan,Cruze,2012,20543,41558,silver,TX,2023-08-09 23:02:01.649484
Toyota,Fusion,2011,89139,35765,red,IL,2023-03-24 23:02:01.649598
Honda,Cruze,2013,43679,41753,red,FL,2023-05-14 23:02:01.648432
Toyota,Camry,2010,69884,47735,red,NY,2023-11-04 23:02:01.649620
Nissan,Fusion,2010,11982,37310,silver,NY,2023-10-20 23:02:01.648778
Toyota,Cruze,2013,97228,14953,blue,NY,2023-09-28 23:02:01.648623
Toyota,Fusion,2014,84608,15644,red,TX,2023-07-17 23:02:01.649134
Chevrolet,Cruze,2015,67158,12972,black,CA,2023-04-06 23:02:01.648884
Honda,Cruze,2013,62284,14828,silver,TX,2023-09-14 23:02:01.649074
Honda,Cruze,2011,48055,12302,white,NY,2023-11-02 23:02:01.650130
Honda,Altima,2010,83934,46820,white,NY,2023-03-10 23:02:01.649893
Ford,Accord,2018,84864,38413,blue,CA,2023-10-15 23:02:01.650048
Nissan,Fusion,2013,19659,39774,black,CA,2023-04-25 23:02:01.650074
Nissan,Camry,2015,30860,20084,blue,NY,2023-08-01 23:02:01.649680
Toyota,Fusion,2014,44613,48339,blue,FL,2023-04-09 23:02:01.649086
Toyota,Camry,2013,39088,20071,silver,FL,2023-05-12 23:02:01.649688
Toyota,Altima,2011,86857,47153,white,FL,2023-10-27 23:02:01.648456
Toyota,Camry,2017,62079,19363,red,NY,2023-09-20 23:02:01.649093
Nissan,Fusion,2017,33364,25338,silver,NY,2023-09-10 23:02:01.648691
Ford,Altima,2013,58884,46446,red,NY,2024-01-21 23:02:01.648809
Ford,Altima,2011,49827,49768,blue,FL,2023-04-28 23:02:01.649977
Chevrolet,Accord,2011,65871,13308,red,TX,2023-11-01 23:02:01.649168
Chevrolet,Camry,2018,33094,19870,red,NY,2023-04-08 23:02:01.649480
Chevrolet,Fusion,2011,19103,19740,red,NY,2023-08-15 23:02:01.650037
Honda,Fusion,2014,77555,15880,silver,TX,2023-12-17 23:02:01.649825
Honda,Fusion,2013,82805,33651,white,CA,2023-05-31 23:02:01.650079
Toyota,Accord,2018,82315,17453,red,CA,2023-06-08 23:02:01.650021
Toyota,Camry,2017,81830,25514,black,TX,2023-03-17 23:02:01.649935
Chevrolet,Accord,2010,42308,19859,silver,IL,2023-03-23 23:02:01.648556
Toyota,Altima,2016,59513,13817,silver,TX,2023-02-20 23:02:01.648626
Chevrolet,Accord,2016,51501,10243,blue,IL,2023-06-15 23:02:01.649301
Toyota,Accord,2010,28682,12481,black,CA,2023-11-17 23:02:01.648872
Chevrolet,Accord,2017,86700,46310,white,IL,2023-04-15 23:02:01.649626
Nissan,Altima,2017,68580,49781,blue,FL,2023-10-06 23:02:01.649299
Ford,Accord,2013,94691,11732,red,FL,2023-03-10 23:02:01.650107
Honda,Cruze,2011,90097,10796,black,TX,2024-01-28 23:02:01.648976
Ford,Altima,2011,49827,49768,blue,FL,2023-04-28 23:02:01.649977
Honda,Altima,2012,10838,46879,white,FL,2023-05-28 23:02:01.649974
Toyota,Accord,2012,25841,39644,black,NY,2023-09-17 23:02:01.648713
Chevrolet,Fusion,2012,64367,15155,silver,NY,2023-07-08 23:02:01.649889
Toyota,Altima,2011,17506,17183,black,CA,2023-11-24 23:02:01.650094
Ford,Accord,2012,61476,14076,red,FL,2023-11-16 23:02:01.650102
Honda,Fusion,2014,81328,49920,red,CA,2023-04-15 23:02:01.648899
Nissan,Altima,2016,25501,37535,black,NY,2023-04-22 23:02:01.649230
Nissan,Camry,2016,74079,25169,red,FL,2023-05-16 23:02:01.649288
Honda,Cruze,2017,87423,47348,silver,NY,2024-02-14 23:02:01.649722
Toyota,Camry,2012,73749,32558,red,TX,2023-10-31 23:02:01.649234
Ford,Fusion,2011,47124,30257,black,TX,2024-01-04 23:02:01.649260
Nissan,Camry,2016,49003,40439,white,CA,2024-02-11 23:02:01.649466
Honda,Cruze,2012,34351,17846,white,TX,2023-10-02 23:02:01.649128
Nissan,Accord,2010,23354,34836,black,TX,2023-05-08 23:02:01.649419
Chevrolet,Cruze,2015,44669,31552,blue,IL,2024-02-12 23:02:01.649016
Nissan,Cruze,2012,59585,30097,white,CA,2023-05-26 23:02:01.649945
Ford,Fusion,2014,45074,23006,silver,CA,2023-09-21 23:02:01.648631
Chevrolet,Altima,2018,86710,13340,blue,NY,2023-11-20 23:02:01.649962
Ford,Fusion,2011,39573,13265,blue,IL,2023-05-04 23:02:01.649305
Nissan,Altima,2017,42568,43324,black,TX,2023-02-26 23:02:01.648897
Toyota,Fusion,2011,21855,30217,silver,NY,2023-09-24 23:02:01.648581
Nissan,Fusion,2010,62980,39974,red,TX,2024-02-05 23:02:01.650014
Toyota,Camry,2013,11254,38759,blue,CA,2023-03-30 23:02:01.649393
Chevrolet,Camry,2018,25035,22205,blue,FL,2023-09-09 23:02:01.649185
Toyota,Camry,2012,59101,28453,red,TX,2023-09-06 23:02:01.650112
Ford,Accord,2014,91900,32512,red,FL,2023-08-26 23:02:01.648851
Chevrolet,Altima,2014,77003,39335,red,FL,2023-06-09 23:02:01.649021
Chevrolet,Altima,2018,86710,13340,blue,NY,2023-11-20 23:02:01.649962
Chevrolet,Cruze,2014,88874,18278,black,TX,2023-07-03 23:02:01.649868
Toyota,Fusion,2013,63749,14998,blue,CA,2023-12-01 23:02:01.648817
Nissan,Altima,2018,98391,22681,white,CA,2023-02-21 23:02:01.649714
