make,model,year,mileage,price,color,state,date
Nissan,Camry,2012,45104,38794,white,TX,2024-01-27 23:02:01.648740
Chevrolet,Camry,2013,74516,43708,black,IL,2023-09-09 23:02:01.648742
Nissan,Altima,2015,13593,47805,black,TX,2023-02-22 23:02:01.648743
Honda,Fusion,2018,72574,10032,blue,NY,2023-12-15 23:02:01.648745
Chevrolet,Cruze,2012,43151,12897,white,FL,2023-08-09 23:02:01.648746
Nissan,Camry,2015,85056,38407,white,NY,2023-04-11 23:02:01.648748
Toyota,Cruze,2012,73565,35993,white,CA,2023-08-04 23:02:01.648749
Chevrolet,Fusion,2017,14492,37890,red,TX,2023-05-24 23:02:01.648751
Nissan,Fusion,2015,38358,46434,white,TX,2023-06-07 23:02:01.648752
Toyota,Cruze,2018,55906,27032,red,TX,2023-07-14 23:02:01.648754
Toyota,Accord,2016,78195,20105,white,CA,2023-06-23 23:02:01.648756
Ford,Camry,2014,79015,24020,blue,CA,2023-08-17 23:02:01.648757
Chevrolet,Fusion,2015,10338,46394,white,NY,2023-07-11 23:02:01.648759
Nissan,Cruze,2013,58006,26557,silver,TX,2023-07-09 23:02:01.648761
Honda,Accord,2011,51305,27601,red,FL,2023-07-11 23:02:01.648762
Chevrolet,Fusion,2015,77641,31940,silver,CA,2023-05-23 23:02:01.648764
Ford,Cruze,2011,22766,29061,red,FL,2023-07-11 23:02:01.648765
Toyota,Accord,2010,59813,17062,blue,TX,2023-05-05 23:02:01.648767
Toyota,Accord,2014,17610,22362,white,FL,2023-06-04 23:02:01.648768
Honda,Altima,2017,74772,48787,white,NY,2023-07-01 23:02:01.648770
Nissan,Altima,2017,24050,30188,blue,TX,2023-04-13 23:02:01.648771
Chevrolet,Accord,2014,47978,20689,red,FL,2023-09-12 23:02:01.648773
Honda,Cruze,2015,63494,30652,white,FL,2023-12-18 23:02:01.648774
Honda,Cruze,2014,70439,48293,white,NY,2023-04-07 23:02:01.648776
Nissan,Fusion,2010,11982,37310,silver,NY,2023-10-20 23:02:01.648778
Nissan,Cruze,2018,40918,33264,blue,TX,2023-03-11 23:02:01.648779
Nissan,Cruze,2018,18472,39237,black,CA,2024-01-26 23:02:01.648781
Chevrolet,Altima,2016,81214,34270,black,TX,2023-07-13 23:02:01.648783
Nissan,Camry,2018,42181,19643,silver,TX,2024-02-04 23:02:01.648784
Toyota,Cruze,2010,65413,37760,red,TX,2024-01-30 23:02:01.648786
Toyota,Camry,2016,59216,48353,blue,TX,2024-01-25 23:02:01.648788
Chevrolet,Fusion,2017,51955,25884,white,IL,2023-06-24 23:02:01.648789
Honda,Camry,2012,49823,25509,black,NY,2024-01-05 23:02:01.648791
Ford,Cruze,2011,89164,18593,blue,CA,2023-03-04 23:02:01.648793
Ford,Altima,2012,17547,47126,silver,CA,2024-02-11 23:02:01.648794
Toyota,Altima,2017,42031,27236,blue,NY,2023-10-24 23:02:01.648796
Nissan,Fusion,2011,52880,17117,white,CA,2023-07-04 23:02:01.648797
Honda,Accord,2013,77826,36482,blue,NY,2023-12-05 23:02:01.648799
Chevrolet,Fusion,2011,94457,22210,white,TX,2023-09-13 23:02:01.648800
Toyota,Altima,2018,72348,12722,red,FL,2024-01-11 23:02:01.648802
Ford,Altima,2011,55029,40237,red,FL,2024-01-27 23:02:01.648804
Honda,Altima,2013,52329,41088,silver,TX,2023-05-22 23:02:01.648806
Toyota,Cruze,2017,34432,35864,silver,IL,2023-04-07 23:02:01.648807
Ford,Altima,2013,58884,46446,red,NY,2024-01-21 23:02:01.648809
Nissan,Camry,2016,54426,31780,red,IL,2023-03-07 23:02:01.648810
Chevrolet,Altima,2017,33598,29734,silver,CA,2023-04-03 23:02:01.648812
Honda,Accord,2017,66330,27324,red,FL,2023-11-17 23:02:01.648814
Ford,Fusion,2012,63400,44163,white,TX,2023-04-09 23:02:01.648816
Toyota,Fusion,2013,63749,14998,blue,CA,2023-12-01 23:02:01.648817
Nissan,Altima,2018,96846,22390,black,FL,2023-09-05 23:02:01.648819
Toyota,Camry,2014,17515,31659,blue,FL,2023-09-06 23:02:01.648821
Toyota,Camry,2014,12039,45041,black,TX,2023-05-28 23:02:01.648822
Honda,Camry,2015,20789,45564,silver,FL,2023-05-20 23:02:01.648824
Nissan,Camry,2016,15389,25824,white,IL,2023-06-01 23:02:01.648825
Chevrolet,Accord,2016,75296,46715,red,CA,2024-02-10 23:02:01.648827
Chevrolet,Accord,2014,93298,16196,white,IL,2023-08-17 23:02:01.648828
Ford,Accord,2014,24470,30887,black,NY,2024-02-01 23:02:01.648838
Honda,Fusion,2010,59729,38162,black,NY,2023-09-01 23:02:01.648840
Toyota,Accord,2013,28012,19212,white,NY,2023-04-07 23:02:01.648842
Chevrolet,Altima,2016,53028,42945,blue,TX,2023-06-11 23:02:01.648843
Honda,Altima,2011,66092,40552,silver,TX,2023-11-28 23:02:01.648845
Ford,Fusion,2015,36358,40823,blue,NY,2023-10-18 23:02:01.648847
Honda,Fusion,2014,51983,22739,red,CA,2023-03-02 23:02:01.648848
Ford,Altima,2015,40289,15493,blue,CA,2023-07-06 23:02:01.648850
Ford,Accord,2014,91900,32512,red,FL,2023-08-26 23:02:01.648851
Chevrolet,Fusion,2010,75831,38346,silver,FL,2023-10-23 23:02:01.648853
Ford,Altima,2018,63851,18351,red,IL,2024-02-06 23:02:01.648854
Toyota,Fusion,2011,18160,20903,blue,CA,2023-03-07 23:02:01.648856
Toyota,Camry,2011,81065,40197,blue,NY,2023-10-08 23:02:01.648858
Honda,Accord,2010,69035,10908,blue,FL,2023-10-16 23:02:01.648859
Nissan,Altima,2012,17511,49787,black,NY,2023-12-15 23:02:01.648861
Honda,Cruze,2015,84211,32808,red,IL,2023-07-23 23:02:01.648863
Honda,Camry,2013,43259,11786,red,FL,2023-08-24 23:02:01.648864
Nissan,Accord,2011,15912,38450,blue,FL,2023-08-02 23:02:01.648866
Nissan,Fusion,2016,35656,15820,black,CA,2023-09-30 23:02:01.648867
Toyota,Cruze,2013,34051,28243,black,IL,2024-01-21 23:02:01.648869
Honda,Cruze,2018,14870,30989,black,TX,2023-08-12 23:02:01.648871
Toyota,Accord,2010,28682,12481,black,CA,2023-11-17 23:02:01.648872
Toyota,Cruze,2017,94883,20183,red,NY,2023-05-23 23:02:01.648874
Toyota,Fusion,2014,70067,46444,blue,CA,2023-11-28 23:02:01.648875
Honda,Fusion,2014,44794,10135,white,NY,2024-01-07 23:02:01.648877
Nissan,Fusion,2015,76579,31080,blue,CA,2023-07-15 23:02:01.648879
Chevrolet,Accord,2010,26605,46265,black,CA,2023-06-19 23:02:01.648881
Chevrolet,Cruze,2010,31887,15790,white,CA,2023-06-22 23:02:01.648882
Chevrolet,Cruze,2015,67158,12972,black,CA,2023-04-06 23:02:01.648884
Chevrolet,Accord,2012,38744,10635,black,CA,2023-05-05 23:02:01.648886
Toyota,Camry,2012,54148,33137,red,CA,2023-03-04 23:02:01.648887
Honda,Cruze,2014,97116,20256,black,NY,2023-04-28 23:02:01.648889
Ford,Camry,2017,49078,41125,silver,IL,2023-08-03 23:02:01.648891
Toyota,Altima,2018,65052,17325,white,NY,2023-09-06 23:02:01.648892
Honda,Cruze,2014,99093,32592,white,IL,2023-03-12 23:02:01.648894
Chevrolet,Fusion,2014,82253,39274,red,FL,2023-07-27 23:02:01.648896
Nissan,Altima,2017,42568,43324,black,TX,2023-02-26 23:02:01.648897
Honda,Fusion,2014,81328,49920,red,CA,2023-04-15 23:02:01.648899
Nissan,Cruze,2010,16407,46581,silver,NY,2023-04-02 23:02:01.648901
Ford,Fusion,2014,14184,13957,blue,CA,2023-07-07 23:02:01.648902
Ford,Accord,2016,71204,35277,white,NY,2023-12-27 23:02:01.648904
Honda,Camry,2015,18206,49971,silver,CA,2023-10-09 23:02:01.648905
Nissan,Accord,2018,81487,24536,blue,IL,2023-05-21 23:02:01.648907
Ford,Cruze,2017,68806,49907,silver,CA,2023-04-04 23:02:01.648909
Toyota,Cruze,2014,77396,34897,white,FL,2023-04-16 23:02:01.648910
Chevrolet,Fusion,2017,99521,15731,silver,TX,2024-01-29 23:02:01.648912
Chevrolet,Accord,2012,76301,33780,red,FL,2023-11-05 23:02:01.648914
Ford,Altima,2013,42084,24658,red,IL,2023-09-07 23:02:01.648915
Ford,Altima,2017,87566,40385,silver,NY,2023-03-10 23:02:01.648917
Toyota,Altima,2014,91489,32079,blue,NY,2023-10-09 23:02:01.648918
Nissan,Altima,2016,67334,12486,blue,CA,2023-10-21 23:02:01.648920
Honda,Fusion,2013,22030,45530,white,IL,2024-02-01 23:02:01.648922
Chevrolet,Accord,2015,20853,29465,red,FL,2023-11-02 23:02:01.648923
Toyota,Fusion,2017,60814,18831,red,FL,2023-10-18 23:02:01.648925
Ford,Accord,2017,13043,41413,white,NY,2024-01-27 23:02:01.648926
Chevrolet,Accord,2011,57496,33795,white,IL,2023-10-25 23:02:01.648928
Chevrolet,Camry,2016,85237,11760,silver,IL,2023-08-27 23:02:01.648930
Toyota,Accord,2014,71700,30899,blue,TX,2023-06-23 23:02:01.648932
Ford,Fusion,2013,35849,36146,red,IL,2024-01-05 23:02:01.648933
Nissan,Cruze,2017,43372,17555,black,IL,2023-08-25 23:02:01.648935
Honda,Camry,2014,99415,38072,red,IL,2023-10-19 23:02:01.648936
Nissan,Cruze,2013,84500,40181,black,CA,2023-07-05 23:02:01.648938
Nissan,Altima,2013,69413,38136,silver,TX,2023-09-27 23:02:01.648939
Chevrolet,Altima,2014,68376,37334,red,CA,2023-06-04 23:02:01.648941
Toyota,Camry,2017,15737,11435,white,NY,2023-06-04 23:02:01.648943
Nissan,Camry,2018,32892,41914,silver,NY,2023-02-27 23:02:01.648944
Honda,Camry,2013,44379,36515,red,NY,2023-09-16 23:02:01.648946
Nissan,Altima,2016,71025,27368,blue,FL,2023-05-21 23:02:01.648947
Nissan,Altima,2011,73536,44486,red,FL,2023-11-21 23:02:01.648949
Honda,Fusion,2015,16957,37880,blue,NY,2023-07-07 23:02:01.648950
Honda,Accord,2013,37644,10692,black,FL,2023-11-28 23:02:01.648952
Ford,Accord,2018,96879,47473,silver,TX,2023-09-09 23:02:01.648954
Chevrolet,Fusion,2013,34137,10529,blue,NY,2023-07-22 23:02:01.648955
Toyota,Altima,2017,45588,16357,red,CA,2023-07-23 23:02:01.648957
Chevrolet,Accord,2015,23314,36571,silver,NY,2023-08-17 23:02:01.648958
Ford,Fusion,2014,46403,38710,white,TX,2023-05-23 23:02:01.648960
Ford,Altima,2015,75443,26895,white,FL,2023-10-28 23:02:01.648962
Toyota,Camry,2014,86860,17323,silver,FL,2023-09-06 23:02:01.648963
Chevrolet,Accord,2010,89400,33644,blue,FL,2024-02-06 23:02:01.648965
Chevrolet,Fusion,2017,64879,43126,silver,CA,2023-09-24 23:02:01.648967
Honda,Cruze,2014,37873,46229,white,FL,2023-04-12 23:02:01.648968
Nissan,Camry,2013,14718,27729,blue,FL,2023-06-04 23:02:01.648970
Toyota,Accord,2015,78651,34246,black,IL,2023-07-22 23:02:01.648972
Nissan,Accord,2016,57259,22826,red,CA,2023-03-14 23:02:01.648973
Nissan,Cruze,2012,57955,41278,blue,IL,2023-08-20 23:02:01.648975
Honda,Cruze,2011,90097,10796,black,TX,2024-01-28 23:02:01.648976
Toyota,Accord,2012,73387,27021,white,TX,2023-05-11 23:02:01.648978
Ford,Altima,2010,57712,40595,white,NY,2023-04-03 23:02:01.648980
Toyota,Accord,2012,63127,23615,red,IL,2023-03-06 23:02:01.648981
Chevrolet,Camry,2017,96608,16855,red,NY,2023-06-28 23:02:01.648983
Ford,Altima,2017,48626,17012,blue,TX,2023-10-24 23:02:01.648984
Nissan,Camry,2014,92009,44695,white,IL,2023-03-16 23:02:01.648986
Chevrolet,Cruze,2014,91902,42524,black,NY,2023-11-08 23:02:01.648988
Honda,Accord,2012,53192,44222,red,TX,2023-06-08 23:02:01.648989
Ford,Cruze,2013,83531,36058,red,FL,2023-06-21 23:02:01.648991
Nissan,Cruze,2015,52492,31701,white,TX,2023-05-23 23:02:01.648992
Nissan,Accord,2012,29329,25319,white,CA,2023-10-14 23:02:01.648994
Nissan,Cruze,2010,14612,41832,blue,IL,2023-05-21 23:02:01.648996
Nissan,Cruze,2017,42281,38804,black,FL,2023-09-13 23:02:01.648997
Toyota,Fusion,2017,40878,45041,red,NY,2023-12-13 23:02:01.648998
Toyota,Altima,2013,35962,21950,red,CA,2023-04-17 23:02:01.649000
Chevrolet,Cruze,2012,27076,13663,silver,CA,2023-06-13 23:02:01.649002
Toyota,Cruze,2015,13455,10022,silver,IL,2023-03-13 23:02:01.649003
Nissan,Accord,2013,79645,27302,white,IL,2023-03-17 23:02:01.649005
Ford,Fusion,2017,45278,37901,red,NY,2023-03-01 23:02:01.649007
Nissan,Altima,2011,49996,39766,red,FL,2023-10-23 23:02:01.649008
Ford,Camry,2015,56036,41239,red,CA,2023-11-20 23:02:01.649010
Chevrolet,Camry,2011,44403,32807,black,TX,2023-07-01 23:02:01.649011
Nissan,Fusion,2013,87512,45667,white,FL,2023-12-17 23:02:01.649013
Honda,Cruze,2017,58173,36523,white,CA,2023-03-26 23:02:01.649015
Chevrolet,Cruze,2015,44669,31552,blue,IL,2024-02-12 23:02:01.649016
Toyota,Cruze,2012,13828,23405,blue,CA,2023-12-19 23:02:01.649018
Toyota,Accord,2015,45721,31110,white,FL,2023-07-09 23:02:01.649020
Chevrolet,Altima,2014,77003,39335,red,FL,2023-06-09 23:02:01.649021
Nissan,Camry,2012,34280,48619,red,CA,2023-07-14 23:02:01.649023
Honda,Accord,2016,81176,24038,white,IL,2023-09-16 23:02:01.649025
Ford,Altima,2010,87052,37013,black,FL,2023-11-18 23:02:01.649026
Nissan,Altima,2015,32626,35991,black,NY,2024-01-03 23:02:01.649028
Ford,Camry,2017,34308,19112,white,IL,2023-03-31 23:02:01.649030
Toyota,Cruze,2013,39523,11628,black,NY,2024-02-10 23:02:01.649031
Nissan,Fusion,2010,78061,39701,white,CA,2024-02-08 23:02:01.649033
Honda,Camry,2011,37028,11859,blue,CA,2023-08-24 23:02:01.649035
Ford,Altima,2011,63702,10822,blue,IL,2023-06-22 23:02:01.649036
Toyota,Camry,2015,32245,46032,silver,FL,2023-07-21 23:02:01.649038
Honda,Accord,2012,65124,10319,black,TX,2023-07-06 23:02:01.649040
Nissan,Fusion,2012,81296,29894,red,FL,2023-12-31 23:02:01.649041
Nissan,Altima,2018,46644,41213,black,NY,2023-10-18 23:02:01.649043
Ford,Cruze,2017,58032,33236,white,CA,2023-11-17 23:02:01.649045
Toyota,Camry,2016,92396,16615,silver,IL,2023-07-28 23:02:01.649046
Ford,Altima,2011,29008,30488,black,FL,2023-11-02 23:02:01.649048
Ford,Cruze,2015,17744,36172,white,FL,2023-10-21 23:02:01.649049
Chevrolet,Cruze,2011,98571,44999,white,CA,2023-07-02 23:02:01.649051
Ford,Accord,2017,70597,10697,white,IL,2023-07-23 23:02:01.649053
Ford,Camry,2017,68513,17094,black,FL,2023-09-25 23:02:01.649054
Ford,Fusion,2015,82505,12102,white,CA,2023-10-29 23:02:01.649056
Toyota,Cruze,2015,17201,15484,red,CA,2023-10-18 23:02:01.649057
Toyota,Cruze,2018,32930,42285,red,IL,2023-05-08 23:02:01.649059
Honda,Fusion,2014,43764,34087,black,TX,2023-02-21 23:02:01.649061
Ford,Altima,2016,15999,19003,black,FL,2023-12-07 23:02:01.649062
Ford,Accord,2013,76917,42116,silver,CA,2023-03-05 23:02:01.649064
Toyota,Accord,2015,17637,29111,black,TX,2024-02-05 23:02:01.649066
Toyota,Cruze,2015,97559,38738,silver,FL,2024-01-06 23:02:01.649067
Ford,Accord,2013,81955,12331,red,FL,2023-05-02 23:02:01.649069
Ford,Cruze,2012,66365,29545,black,NY,2023-10-10 23:02:01.649070
Nissan,Camry,2010,53007,31438,red,NY,2023-02-21 23:02:01.649072
Honda,Cruze,2013,62284,14828,silver,TX,2023-09-14 23:02:01.649074
Toyota,Accord,2012,62878,48888,silver,FL,2023-05-28 23:02:01.649075
Nissan,Cruze,2016,45529,46290,black,NY,2023-04-17 23:02:01.649077
Chevrolet,Accord,2013,72170,33688,black,FL,2023-03-21 23:02:01.649078
Toyota,Altima,2015,26405,23696,black,NY,2023-02-28 23:02:01.649080
Nissan,Altima,2014,85932,43429,blue,CA,2024-02-07 23:02:01.649081
Toyota,Accord,2010,39521,19403,silver,NY,2023-09-09 23:02:01.649083
Chevrolet,Cruze,2017,55406,28971,silver,FL,2023-04-09 23:02:01.649085
Toyota,Fusion,2014,44613,48339,blue,FL,2023-04-09 23:02:01.649086
Honda,Accord,2017,58552,29308,black,CA,2023-09-28 23:02:01.649088
Chevrolet,Camry,2013,57696,12180,red,FL,2023-07-27 23:02:01.649089
Chevrolet,Accord,2015,98738,47147,blue,FL,2023-04-16 23:02:01.649091
Toyota,Camry,2017,62079,19363,red,NY,2023-09-20 23:02:01.649093
Ford,Cruze,2015,17092,16903,black,FL,2023-12-09 23:02:01.649094
Nissan,Fusion,2014,96681,41438,silver,IL,2023-09-16 23:02:01.649096
Ford,Cruze,2014,98661,34128,blue,FL,2023-04-30 23:02:01.649098
Nissan,Altima,2015,39523,14722,white,NY,2023-04-13 23:02:01.649099
Ford,Cruze,2018,12416,32626,red,CA,2023-12-06 23:02:01.649101
Honda,Camry,2010,35263,27678,blue,IL,2023-08-31 23:02:01.649102
Ford,Altima,2015,39683,44269,black,FL,2024-01-25 23:02:01.649104
Ford,Fusion,2011,56074,43061,white,IL,2023-02-28 23:02:01.649106
Nissan,Fusion,2018,82732,30463,blue,TX,2023-09-11 23:02:01.649107
Chevrolet,Fusion,2017,73934,30651,blue,NY,2023-07-01 23:02:01.649109
Nissan,Altima,2015,13040,11644,red,FL,2023-09-11 23:02:01.649110
Chevrolet,Altima,2018,77343,38677,blue,CA,2023-03-19 23:02:01.649112
Ford,Cruze,2010,33224,33353,silver,IL,2023-10-07 23:02:01.649113
Honda,Altima,2014,57836,34040,black,CA,2023-12-31 23:02:01.649115
Chevrolet,Accord,2013,45487,46341,silver,CA,2023-11-11 23:02:01.649117
Nissan,Altima,2011,58609,40758,silver,TX,2024-02-11 23:02:01.649118
Chevrolet,Accord,2013,43067,18228,black,IL,2023-06-02 23:02:01.649120
Ford,Accord,2018,60310,36705,black,IL,2024-01-03 23:02:01.649122
Chevrolet,Altima,2011,45148,14041,silver,IL,2024-02-15 23:02:01.649123
Chevrolet,Fusion,2015,90755,32967,blue,CA,2023-11-27 23:02:01.649125
Ford,Camry,2015,71922,17576,red,NY,2023-09-22 23:02:01.649127
Honda,Cruze,2012,34351,17846,white,TX,2023-10-02 23:02:01.649128
Chevrolet,Cruze,2012,49033,32056,silver,CA,2023-09-18 23:02:01.649130
Chevrolet,Fusion,2011,27215,48441,red,FL,2024-02-14 23:02:01.649131
Honda,Fusion,2017,33834,23886,silver,CA,2023-09-13 23:02:01.649133
Toyota,Fusion,2014,84608,15644,red,TX,2023-07-17 23:02:01.649134
Ford,Altima,2014,78013,37398,white,CA,2023-04-08 23:02:01.649136
Honda,Altima,2011,97849,22338,silver,FL,2023-03-02 23:02:01.649138
Chevrolet,Accord,2016,10746,10719,white,IL,2023-06-09 23:02:01.649139
Nissan,Fusion,2014,51588,26237,blue,NY,2024-01-11 23:02:01.649141
Toyota,Fusion,2013,80077,23483,white,CA,2023-12-18 23:02:01.649142
Honda,Accord,2014,87613,12640,white,TX,2023-04-05 23:02:01.649144
Chevrolet,Accord,2013,64572,38058,red,IL,2023-07-31 23:02:01.649146
Chevrolet,Fusion,2013,30864,13811,blue,CA,2023-04-07 23:02:01.649147
Ford,Camry,2017,82334,38666,blue,FL,2023-03-04 23:02:01.649149
Toyota,Altima,2013,77133,11286,black,IL,2023-12-23 23:02:01.649151
Honda,Accord,2018,36610,24300,red,TX,2023-09-01 23:02:01.649152
Ford,Cruze,2016,49853,39324,red,FL,2023-07-16 23:02:01.649154
Chevrolet,Altima,2015,51912,30350,red,NY,2024-02-10 23:02:01.649155
Toyota,Cruze,2013,25133,26020,blue,TX,2023-08-09 23:02:01.649157
Ford,Fusion,2014,86633,16085,white,TX,2023-03-17 23:02:01.649159
Honda,Altima,2012,69083,33518,silver,TX,2023-07-22 23:02:01.649160
Toyota,Accord,2011,89020,33420,black,IL,2023-04-21 23:02:01.649162
Nissan,Fusion,2011,43679,25434,black,CA,2023-06-07 23:02:01.649163
Toyota,Accord,2012,38167,24342,white,CA,2023-04-17 23:02:01.649165
Toyota,Camry,2017,78493,34265,black,TX,2023-09-06 23:02:01.649167
Chevrolet,Accord,2011,65871,13308,red,TX,2023-11-01 23:02:01.649168
Ford,Fusion,2011,43104,18993,black,CA,2023-07-27 23:02:01.649171
Ford,Accord,2011,62908,30435,black,CA,2023-12-09 23:02:01.649172
Chevrolet,Accord,2011,86598,19335,blue,CA,2023-10-11 23:02:01.649174
Ford,Cruze,2014,89616,15917,white,CA,2023-03-28 23:02:01.649175
Chevrolet,Altima,2012,91286,23734,black,FL,2023-10-23 23:02:01.649177
Toyota,Cruze,2016,40834,36477,blue,IL,2023-04-09 23:02:01.649179
Chevrolet,Camry,2018,92897,23119,black,IL,2024-01-23 23:02:01.649180
Chevrolet,Fusion,2011,23290,13056,silver,NY,2023-11-23 23:02:01.649182
Chevrolet,Fusion,2011,16125,10427,red,CA,2023-04-06 23:02:01.649184
Chevrolet,Camry,2018,25035,22205,blue,FL,2023-09-09 23:02:01.649185
Honda,Cruze,2015,46781,10972,silver,CA,2023-12-29 23:02:01.649187
Ford,Cruze,2012,12602,23578,black,IL,2024-01-03 23:02:01.649188
Chevrolet,Accord,2016,49073,38391,red,TX,2023-11-08 23:02:01.649190
Ford,Accord,2018,91185,18381,white,NY,2023-04-13 23:02:01.649192
Ford,Camry,2015,87489,38995,black,FL,2023-10-25 23:02:01.649193
Nissan,Altima,2010,76542,14973,black,IL,2024-01-16 23:02:01.649195
Nissan,Camry,2014,60612,27264,silver,CA,2023-05-24 23:02:01.649196
Nissan,Accord,2014,97158,13682,black,FL,2023-09-03 23:02:01.649198
Honda,Fusion,2010,37641,31169,blue,FL,2023-03-26 23:02:01.649199
Nissan,Cruze,2011,74085,39711,silver,IL,2023-05-25 23:02:01.649201
Nissan,Accord,2010,50864,18864,white,TX,2023-11-20 23:02:01.649203
Toyota,Camry,2014,25844,49871,red,IL,2023-12-08 23:02:01.649204
Honda,Cruze,2016,85494,16471,black,FL,2023-03-10 23:02:01.649206
Toyota,Fusion,2012,74178,38086,black,NY,2023-12-19 23:02:01.649208
Toyota,Altima,2018,62119,42575,blue,NY,2023-06-16 23:02:01.649209
Toyota,Fusion,2011,46281,45522,red,IL,2023-02-21 23:02:01.649211
Ford,Altima,2015,89447,22548,silver,CA,2023-11-18 23:02:01.649212
Honda,Fusion,2017,36557,26337,blue,FL,2023-05-22 23:02:01.649215
Ford,Accord,2011,97633,44212,red,FL,2023-10-23 23:02:01.649217
Nissan,Fusion,2011,57775,44160,white,IL,2023-11-29 23:02:01.649218
Chevrolet,Fusion,2015,24480,20593,white,CA,2023-08-03 23:02:01.649220
Toyota,Camry,2010,72701,44661,black,TX,2023-04-20 23:02:01.649221
Ford,Camry,2015,55383,32032,red,TX,2023-03-23 23:02:01.649223
Nissan,Fusion,2012,31459,32163,black,NY,2023-05-11 23:02:01.649225
Toyota,Cruze,2015,70406,25666,black,FL,2023-10-02 23:02:01.649227
Chevrolet,Fusion,2012,33123,12328,blue,IL,2023-11-21 23:02:01.649228
Nissan,Altima,2016,25501,37535,black,NY,2023-04-22 23:02:01.649230
Nissan,Camry,2016,46099,11584,blue,IL,2023-06-06 23:02:01.649232
Toyota,Camry,2012,73749,32558,red,TX,2023-10-31 23:02:01.649234
Chevrolet,Cruze,2012,13488,44090,silver,TX,2023-07-31 23:02:01.649236
Honda,Accord,2018,24083,12852,white,IL,2024-01-18 23:02:01.649238
Honda,Accord,2011,95431,44328,silver,IL,2023-03-03 23:02:01.649241
Ford,Fusion,2018,16860,45236,red,NY,2023-11-14 23:02:01.649243
Honda,Altima,2010,52992,24049,red,FL,2024-01-04 23:02:01.649245
Nissan,Altima,2011,29201,15559,silver,NY,2023-04-06 23:02:01.649247
Honda,Cruze,2014,30864,48873,black,NY,2023-03-13 23:02:01.649249
Toyota,Cruze,2012,91205,40255,blue,IL,2023-12-23 23:02:01.649251
Nissan,Accord,2012,18448,31651,blue,TX,2023-05-05 23:02:01.649253
Chevrolet,Cruze,2011,39503,21989,silver,IL,2023-04-06 23:02:01.649255
Chevrolet,Camry,2017,32078,22534,white,FL,2024-02-06 23:02:01.649257
Toyota,Accord,2010,63073,36722,black,IL,2023-09-04 23:02:01.649259
Ford,Fusion,2011,47124,30257,black,TX,2024-01-04 23:02:01.649260
Honda,Fusion,2018,90218,29560,white,FL,2023-04-04 23:02:01.649262
Chevrolet,Camry,2011,31723,25427,red,CA,2023-11-17 23:02:01.649264
Ford,Camry,2010,13299,28940,silver,IL,2023-02-19 23:02:01.649267
Chevrolet,Fusion,2017,61942,25671,white,FL,2024-02-12 23:02:01.649269
Honda,Camry,2012,23167,18170,blue,CA,2023-05-19 23:02:01.649271
Ford,Camry,2014,40278,12861,silver,CA,2023-03-17 23:02:01.649273
Toyota,Camry,2017,15878,33520,black,CA,2023-12-01 23:02:01.649275
Ford,Cruze,2011,72867,17234,white,NY,2023-05-03 23:02:01.649276
Nissan,Fusion,2015,78246,27626,blue,NY,2023-04-14 23:02:01.649278
Chevrolet,Cruze,2010,20774,10312,white,FL,2023-07-06 23:02:01.649280
Ford,Altima,2011,91306,37530,silver,NY,2023-10-29 23:02:01.649281
Chevrolet,Camry,2014,32167,27336,blue,TX,2023-06-20 23:02:01.649283
Chevrolet,Cruze,2010,77114,41600,silver,TX,2024-01-14 23:02:01.649285
Ford,Altima,2015,87473,11379,silver,FL,2023-10-18 23:02:01.649286
Nissan,Camry,2016,74079,25169,red,FL,2023-05-16 23:02:01.649288
Honda,Fusion,2015,50841,14419,silver,NY,2023-02-25 23:02:01.649289
Chevrolet,Fusion,2010,58245,33985,blue,CA,2023-11-05 23:02:01.649291
Ford,Accord,2017,62502,37333,black,FL,2023-12-20 23:02:01.649293
Nissan,Altima,2010,92108,13831,red,NY,2023-08-25 23:02:01.649294
Chevrolet,Accord,2011,93272,12002,black,IL,2023-12-17 23:02:01.649296
Chevrolet,Camry,2018,78890,48430,red,NY,2023-06-30 23:02:01.649298
Nissan,Altima,2017,68580,49781,blue,FL,2023-10-06 23:02:01.649299
Chevrolet,Accord,2016,51501,10243,blue,IL,2023-06-15 23:02:01.649301
Toyota,Altima,2014,24884,28748,silver,FL,2023-05-23 23:02:01.649302
Nissan,Fusion,2011,79625,47280,silver,FL,2023-10-11 23:02:01.649304
Ford,Fusion,2011,39573,13265,blue,IL,2023-05-04 23:02:01.649305
Nissan,Altima,2018,24635,15163,white,CA,2023-08-06 23:02:01.649307
Chevrolet,Camry,2015,36888,16802,red,CA,2023-12-07 23:02:01.649308
Nissan,Camry,2010,94789,10672,silver,CA,2023-04-01 23:02:01.649310
Ford,Accord,2010,42228,35497,black,CA,2023-03-15 23:02:01.649312
Ford,Accord,2015,57307,22564,silver,FL,2023-03-08 23:02:01.649313
Toyota,Camry,2014,99124,16344,black,IL,2024-01-28 23:02:01.649315
Honda,Altima,2015,32834,17855,white,TX,2023-09-14 23:02:01.649317
Honda,Cruze,2011,96442,46996,silver,CA,2023-11-30 23:02:01.649318
Toyota,Accord,2011,58468,14328,silver,CA,2023-11-23 23:02:01.649320
Chevrolet,Accord,2012,19202,26727,black,TX,2023-03-08 23:02:01.649322
Chevrolet,Altima,2014,44170,24502,red,NY,2023-06-02 23:02:01.649323
